category,name,lat,lon
university,Trường Đại học Công nghiệp TP.HCM,10.822119234957785,106.68747310240599
university,Phân hiệu Trường Đại học Giao thông Vận tải tại TP.HCM,10.846651617285923,106.79448349827702
university,Phân hiệu Trường Đại học Giao thông vận tải tại TP.HCM - Khu Văn phòng,10.844868166267315,106.79496109276765
university,Trường Đại học Y Khoa Phạm Ngọc Thạch,10.773067321225408,106.66611436123918
university,Trường Đại học Tài chính - Maketing,10.798386428866422,106.66830517925887
university,Phân hiệu Trường Đại học Nội vụ Hà Nội tại TP.HCM,10.836715696276126,106.68035256037305
university,Trường Đại học Văn hoá TP.HCM - cơ sở 2,10.821831431670097,106.77038467878354
university,Đại học Cảnh sát Nhân dân TP.HCM,10.858886119028112,106.75535657604652
university,Đại học Kinh tế TP.HCM - cơ sở B,10.760938772310725,106.6679656040253
university,Trường Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh,10.765642548900281,106.68932450386893
university,Trường ĐH Công nghệ,10.756654275938642,106.68870670752837
university,Đại học Văn Lang,10.827304805376441,106.69924517360094
university,Học Viện Phật Giáo TP.HCM,10.772967421712881,106.51556435424601
university,Trường Đại học Thủ Dầu Một,10.98036471012216,106.67448934344092
university,Đại học Kinh tế Kỹ thuật Bình Dương,10.956714126709027,106.711672097303
university,Đại học Quốc tế Hồng Bàng,10.77027467600951,106.63412068152385
university,Học viện Chính trị khu vực II,10.850019090815136,106.78561914416873
university,Trường Đại học Tài chính - Marketing,10.848637510205512,106.79214467176796
university,Học viện Công nghệ Bưu chính Viễn thông - Cơ sở TP.HCM,10.847706251433527,106.7859585329481
university,Trường Đại học Sư phạm Kỹ thuật TP.HCM - cơ sở 2,10.84520301090221,106.79690698435928
university,Ký túc xá Phân hiệu Trường Đại học Giao thông Vận tải tại TPHCM,10.84318616775872,106.79649914279437
university,Trường Đại học Lao động - Xã hội (cơ sở 2),10.866541821328232,106.61754460100622
university,Trường Đại học Giao thông Vận tải TP.HCM - Cơ sở 3,10.865726924218906,106.61871104475338
university,Trường Đại học Công Thương TP.HCM,10.807031115323818,106.62868500068598
university,UEF - Đại học Kinh Tế Tài Chính,10.798996716462632,106.7067866675394
university,Học viện Thanh thiếu niên Việt Nam - Phân hiệu Miền Nam,10.862991178892454,106.81248031343321
university,Trường Trung cấp Kỹ thuật Nông nghiệp TPHCM,10.86793244577471,106.81120975262162
university,,10.872100066682442,106.80215046152615
university,Trường Đại học Nguyễn Tất Thành (cơ sở TP. Thủ Đức),10.838022786441945,106.80962695334891
university,Trường Đại học Kiến trúc TPHCM - Cơ sở Thủ Đức,10.842089537061762,106.76450315060791
university,Trường Đại học Mỏ - Địa chất (cơ sở Bà Rịa-Vũng Tàu),10.503671264447277,107.17410747367265
university,Đại học Bà Rịa Vũng Tàu - cơ sở 3,10.392782466699801,107.11706045185014
university,Đại học Bà Rịa-Vũng Tàu,10.364055548903776,107.0837338432296
university,ĐH Mỏ Địa chất - cơ sở Vũng Tàu,10.330470939726284,107.08527466799725
university,Đại học Văn Lang,10.762818400000002,106.69328235
university,Trường Đại học FPT TP.HCM,10.841428251169454,106.81002702163826
university,Trường Đại học Văn hóa TP.HCM,10.8054038137392,106.73084239838383
university,Trường Cao Đằng Viễn Đông,10.851729826810619,106.62811119220703
university,Trường Đại học Công nghệ TP.HCM (cơ sở Ung Văn Khiêm),10.809474715817146,106.71503567748029
university,Trường Đại học Gia Định,10.79937900157562,106.67394951277332
university,Trường Đại học Gia Định (cơ sở Nguyễn Kiệm),10.817356842767179,106.67752822427892
university,Trường Đại học Sài Gòn – cơ sở 1,10.779173248333832,106.68410233787297
university,Trường Đại học Sài Gòn (cơ sở 3),10.779676972530792,106.6885418640784
university,Phân hiệu Học viện Hành chính và Quản trị công tại TP.HCM,10.7736229195353,106.676020009093
university,Trường Đại học An ninh Nhân dân,10.872492671678787,106.80509106795097
university,Trường Đại học An ninh Nhân dân,10.872492671678787,106.80509106795097
university,Trường Đại học Nguyễn Tất Thành (cơ sở Quận 12)),10.85974422394734,106.69465888982687
university,Trường Đại học Công Thương TP.HCM (cơ sở 2),10.803170795679312,106.63355451389877
university,Trường Đại học Sư phạm TP.HCM (cơ sở 2),10.786738689727715,106.6810079199945
university,Trường Đại học Công Thương TP.HCM (cơ sở 3),10.808992745428492,106.62980532505912
university,Trường Đại học Công Thương TP.HCM (cơ sở 5),10.811930084274094,106.63174997256571
university,Trường Đại học Mở TP.HCM,10.761096098688503,106.69223775596147
university,Trường Đại học Thuỷ Lợi - Cơ sở 2,10.792745310515796,106.70633024937935
university,Hoc viện Quân y - Phân hiệu phía Nam,10.772865248752408,106.66546545613176
university,Học viện Hàng không Việt Nam,10.797261203287702,106.67400246039756
university,Đại học Kinh tế Thành phố Hồ Chí Minh (cơ sở Nguyễn Văn Linh),10.706015561195189,106.64058273832084
university,Trường Đại học Văn Hiến (cơ sở Hùng Hậu),10.708620211645968,106.64391671068947
university,,10.776155534557587,106.69043864434163
university,Đại học Kinh tế TP.HCM - cơ sở C,10.773211595399092,106.6775455426074
university,Đại học Kinh tế TP.HCM - cơ sở D,10.791862272578584,106.68841442657197
university,Đại học Kinh tế TP.HCM - Cơ sở H,10.79608895828713,106.67230255746462
university,Trường Đại học Luật TP.HCM,10.767477729045291,106.70547021808503
university,Trường Sĩ quan Công binh,10.98648846426322,106.64570875112028
university,Trường Đại học Hoa Sen - Cơ sở Thành Thái,10.769287643602986,106.66484669515721
university,Trường Đại học Nghệ thuật Quân đội,10.802389202459965,106.65653015242827
university,Trường Đại học Văn Hiến,10.784276292549897,106.64137846140888
university,Trường Đại học Công Nghệ Chi nhánh CNC,10.840262450337784,106.80863003821732
university,Trường Đại học Công nghệ Thông tin,10.869969357973433,106.80328322370775
university,Trường Đại học Công nghệ Thông tin,10.869969357973433,106.80328322370775
university,Trường Đại học Mở TP.HCM - Nhơn Đức,10.676372383836915,106.69078291278309
market,Chợ Tân Phú,10.7826064,106.6283825
market,Focomart,10.7652697,106.7028692
market,Cửa Hàng Tiện Lợi Shop&Go!,10.806477,106.6949172
market,Focomart,10.8036214,106.7012353
market,Maximart,10.7769187,106.6811112
market,Siêu Thị Bình Hòa,10.816301,106.6981233
market,Siêu Thị Mini Bình Minh,10.8224451,106.7071706
market,Siêu Thị Mela,10.7579255,106.6731127
market,,10.7737618,106.704673
market,Cửa Hàng Mua Sắm Citimart,10.7559528,106.6624963
market,COOP EXTRA,10.7284509,106.7183878
market,Siêu thị Điện máy Chợ Lớn,10.7542055,106.6645954
market,Chợ Đêm,10.5893695,107.0553676
market,Big C,10.806804,106.634147
market,Siêu Thị Online Annam Gourmet,10.7767779,106.7050958
market,Co.op Mart,10.7864217,106.6755113
market,Siêu thị Mỹ Nghệ,10.3476761,107.0744874
market,CoopMart Vũng Tàu,10.3669427,107.0854561
market,Co.opmart Phan Văn Trị,10.8295261,106.6820675
market,Siêu Thị Co.opMart - Phú Thọ,10.7708442,106.6529897
market,Co-opmart Liên Hiệp TP.HCM,10.8419863,106.6436933
market,Big C,10.8014349,106.7468623
market,Siêu thị trái cây,10.3488416,107.0763427
market,Hồng Lập Thành,10.3489046,107.0765327
market,Winmart,10.3486004,107.0815849
market,Cho Phuoc Hoa,10.539246,107.072205
market,Citimart,10.784261,106.69973
market,Co.op Mart,10.8119362,106.7119424
market,Siêu Thị C&C,10.7666709,106.6877461
market,Street Food Market,10.7736896,106.6975615
market,Vincom Lê Văn Việt,10.8448244,106.7802879
market,Trung Tâm Mua Sắm Sài Gòn Square 3,10.7858096,106.6944333
market,,10.3527847,107.0872511
market,Satra Foods,10.741349,106.70382
market,Vincom Lê Văn Việt,10.845618,106.779132
market,Nhà sách Fahasha,10.8450364,106.780152
market,Trung Tâm Mua Sắm Vivo City,10.7295702,106.7032896
market,Co.op Food,10.3519726,107.0895312
market,Trung tâm mua sắm KDC viet-sing,10.9433264,106.7333084
market,Cửa Hàng 137FoodMart,10.7987967,106.6269122
market,WinMart,10.8024983,106.741571
market,Co.op Mart Trường Chinh,10.8176424,106.6311526
market,,10.7699236,106.6925181
market,,10.7615152,106.6796484
market,,10.7993153,106.7385877
market,Giò Chả Thái Bình,10.3612105,107.0865281
market,Siêu Thị K-Market,10.722053,106.7108475
market,Đồ phượt Vũng Tàu,10.3659654,107.0774286
market,,8.6847083,106.6080075
market,Trung Tâm Thương Mại Sense Market,10.7692667,106.6933366
market,K-Market,10.7293421,106.7090932
market,Cửa Hàng Zakka Nautrals - Tạ Quang Bửu,10.7368314,106.6698845
market,Zakka Thủ Đức,10.8443245,106.7410142
market,Siêu Thị K-Market,10.727056,106.7086808
market,Siêu Thị Tiện Lợi Nam An,10.7991432,106.6695155
market,Thi's Market,10.7717991,106.7041195
market,Cửa Hàng My Market Imperia,10.7993794,106.7506496
market,Siêu Thị Tiện Lợi Citi Mart,10.8252692,106.6303666
market,Siêu Thị Tiện Lợi US,10.7618357,106.6901287
market,Siêu Thị Tiện Lợi Citi Mart,10.7435024,106.6955178
market,,10.7968933,106.6725047
market,,10.7863791,106.6646802
market,,10.3357349,107.0865603
market,K-Market,10.7313114,106.7065726
market,"Khu vui chơi, mua sắm Zakka",10.8220612,106.7182069
market,Siêu Thị K-Market,10.7168413,106.7038225
market,Siêu thị Co.op Xtra Linh Xuân,10.849712,106.78289
market,Coo.p Mart Bình Dương (Binh Duong Square),10.9844561,106.6670518
market,Big C Bình Dương,10.987056,106.6644315
market,,10.8031496,106.5914867
market,Chung cư Mỹ Kim,10.8257516,106.719974
market,,10.762326,106.6927709
market,Co.op Food,10.7867494,106.6795527
market,Co.op Xtra,10.7705491,106.6695387
market,Sạp Khô Hải Phựợng,10.7642836,106.6978262
market,,10.7452285,106.7159571
market,,10.7722701,106.6961872
market,Co.op Food,10.3618132,107.0752097
market,AEON Mail Bình Dương,10.9323422,106.7117045
market,,10.9085299,106.74254
market,Co.op Smile,10.7103398,106.5752031
market,WinMart,10.8018528,106.7216474
market,,10.7742791,106.6997921
market,Siêu thị phượt,10.7655607,106.6924438
market,Siêu thị Satra Mart - Phạm Hùng,10.7338138,106.6744543
market,DOMOHAM,11.1246378,106.6161561
market,,10.7910586,106.7108159
market,Co.op Food,10.6947021,106.6058071
market,Siêu Thị Hoàng Quân,10.6941007,106.6071452
market,,10.767144,106.6948322
market,Thực Phẩm Hữu Cơ An Toàn - Nam An,10.7731189,106.7007584
market,,10.7948324,106.7217122
market,WinMart,10.7718057,106.7714773
market,,10.7695785,106.6970016
market,,10.7627701,106.6878402
market,,10.766391,106.6962326
market,,10.7658092,106.6965487
market,,10.7849873,106.6957305
market,,10.7661781,106.6879571
market,,10.764657,106.6875678
market,,10.7621024,106.6891263
market,,10.8189146,106.7008446
market,,10.8193566,106.6990298
market,,10.792129,106.6930053
market,,10.8189017,106.6989915
market,,10.7637656,106.6903151
market,,10.7644991,106.6906971
market,,10.7859857,106.6714069
market,,10.7817458,106.670304
market,,10.7658114,106.6907638
market,,10.757121,106.6690352
market,,10.7634408,106.6957358
market,,10.7563284,106.6685596
market,,10.756954,106.6694273
market,,10.7605434,106.6815332
market,,10.7856676,106.7023728
market,,10.7852278,106.6988881
market,,10.7686806,106.6967533
market,,10.7544327,106.6615921
market,,10.758085,106.6737931
market,,10.782461,106.7022284
market,,10.7700652,106.6820527
market,,10.7680302,106.698549
market,,10.7916005,106.6761072
market,,10.7918196,106.6770997
market,,10.7597325,106.679414
market,,10.7686252,106.6989439
market,,10.7914374,106.6764316
market,,10.7732994,106.6849919
market,,10.7916278,106.6755438
market,,10.7923361,106.6779316
market,,10.7749538,106.6642437
market,,10.7917984,106.6746883
market,,10.787936,106.6778758
market,,10.7893359,106.6782189
market,,10.7861978,106.6802251
market,,10.7656939,106.6897877
market,,10.7706222,106.7036914
market,,10.7886612,106.6781504
market,Familymart,10.7617773,106.6960949
market,,10.7605084,106.6932442
market,,10.7864111,106.6801482
market,Circle K,10.7699632,106.6923622
market,,10.7603861,106.6731486
market,,10.760632,106.6929757
market,,10.7675893,106.6947722
market,Siêu Thị CoopMart Hùng Vương,10.7593289,106.6715532
market,,10.7982471,106.6674906
market,,10.7591603,106.6735498
market,,10.7925143,106.6671054
market,,10.7917974,106.6902381
market,,10.7830575,106.6942504
market,,10.8160349,106.6978509
market,,10.7916367,106.6675247
market,,10.8094585,106.6950542
market,,10.8134216,106.697065
market,,10.8130798,106.6967927
market,,10.7724614,106.6950674
market,,10.7676268,106.7001231
market,,10.7645863,106.6967021
market,,10.7687743,106.6992892
market,,10.7645562,106.6972327
market,,10.8892077,106.5837367
market,,10.9739785,106.4774263
market,,11.010502,106.4157833
market,Phụ kiện trang trí sinh nhật Ellie Party,10.7608529,106.7012374
market,,10.7723341,106.6963242
market,Bách Hoá Xanh,10.7953551,106.6621933
market,,10.7543965,106.7093305
market,Co.op Food,10.7530815,106.7037383
market,Mini Mart,10.5363118,107.4037467
market,,10.7715103,106.6929293
market,Co.op Food,10.751507,106.6013926
market,WinMart,10.7321198,106.6158396
market,Co.op Food,10.7502277,106.630915
market,Satra Foods,10.7552318,106.6275944
market,Co.op Food,10.7560618,106.7045993
market,Co.op Food,10.7581725,106.7066203
market,Satra Foods,10.7064325,106.6231231
market,Satra Foods,10.7634465,106.7080325
market,Satra Foods,10.753822,106.7055139
market,Co.op Food - Nguyễn Khoái,10.7555361,106.694199
market,WinMart,10.7946042,106.7215659
market,Siêu Thị Online Annam Gourmet,10.8014325,106.7479914
market,,10.4910189,107.173786
market,Siêu Thị Vive Gourmet Food & Wine,10.7938895,106.7124906
market,Co.opMart,10.5981567,107.0553893
market,Co.op Mart - Chu Văn An,10.810612,106.7031555
market,Bách Hoá Xanh,10.3659119,107.0904578
market,Big C,10.7374337,106.7255522
market,BambooBebe Việt Nam,10.796771,106.6866507
market,Công ty TNHH Gureumi,10.7967542,106.6866392
market,Bách Hóa XANH,10.3836257,107.1147144
market,Bach Hoa Xanh,10.3779625,107.1117301
market,WinMart,10.8346792,106.6676863
market,Bách Hoá Xanh,10.7796852,106.6203496
market,Bách Hoá Xanh,10.7680411,106.6180943
market,Bách Hoá Xanh,10.7719197,106.6218613
market,Bách Hoá Xanh,10.7725953,106.6140784
market,Bách Hoá Xanh,10.7755893,106.6151222
market,Bách Hoá Xanh,10.7676726,106.6134299
market,Bách Hoá Xanh,10.7749137,106.6172651
market,Bách Hoá Xanh,10.7876284,106.6151599
market,Bách Hoá Xanh,10.7857612,106.6129109
market,Bách Hoá XXanh 175C Đường Số 8,10.7843036,106.6157756
market,WinMart,10.7808095,106.6785971
market,Chợ 200,10.7559254,106.7083025
market,,10.3949665,107.1340694
market,Foodmart,10.799293,106.6993939
market,Bách Hoá Xanh,10.7459593,106.6830717
market,Cửa Hàng Thú Cưng Haru,10.8127404,106.7724843
market,AUTOMATIC LAUNDRY D11,10.9418564,106.7347763
market,GIẶT SẤY D11,10.9418375,106.7348322
market,Archiland,10.9419004,106.7290835
market,Bách Hoá Hạnh Dương,10.8881488,106.6145888
market,Tạp hóa Hữu Thiện Cô Thắm,10.3591309,107.0982086
market,Của Hàng Tạp Hóa TA,10.7684286,106.6645542
market,Cửa Hàng Cung Cấp Đồ Hoá Trang Hoa Chí Tín,10.7957444,106.6271801
market,Kho Hàng Hùng Hậu,10.8304431,106.6216245
market,Tạp Hoá Chú 8,10.8303666,106.6215521
market,Siêu Thị Auchan Lũy Bán Bích,10.7750213,106.6331973
market,Co.op Mart Thắng Lợi,10.8182143,106.6308605
market,Siêu Thị Aeon Citimart Cao Thắng,10.7716235,106.6807503
market,Siêu thị GO! Âu Cơ,10.7896958,106.6397916
market,Siêu thị Co.opmarrt SCA Âu Cơ,10.7940316,106.6392661
market,Siêu Thị Co.opmart,10.7748338,106.6746916
market,Co.op Mart,10.7544616,106.6339575
market,Tops Market - Thảo Điền,10.8014176,106.7331065
market,Coop Food - Chung cư Phan Văn Trị,10.7564696,106.6781767
market,Siêu thị Co.opmart Bình Tân 2,10.7651068,106.6015456
market,Siêu Thị 7Map,10.7405361,106.6173551
market,Trung Tâm Thương Mại,10.805322,106.7520062
market,Siêu thị Finelife Riviera Point,10.7324976,106.7288103
market,Mazda Bình Triệu,10.8305867,106.7137412
market,Siêu thị Co.opmart Tuy Lý Vương,10.7443048,106.6552043
market,Big C,10.7793635,106.6312584
market,Coopmart Tam Bình,10.8642107,106.73419
market,Co.opmart,10.8286526,106.6197414
market,CoopMart - Ngã Tư Chợ Đình,10.9843561,106.6670087
market,Mega Market Bình Dương,10.9630515,106.6872464
market,Southern AEON Citimart Tân Thuận,10.7516211,106.7350294
market,CoopMart Hóc Môn,10.8891434,106.6066732
market,CoopMart Nguyễn Bình,10.6738545,106.7359282
market,CoopMart Hiệp Thành,10.877816,106.6399416
market,Siêu Thị CoopMart Củ Chi,10.9589138,106.504235
market,Co.opmart Đỗ Văn Dậy,10.8941645,106.5986145
market,Cửa hàng nội thất Auli Star,10.7764837,106.6216044
market,Annam Gourmet,10.7891717,106.7186066
market,USAMua - MUA HÀNG MỸ - CN BÌNH DƯƠNG,10.9810767,106.6722416
market,Grove Fresh,10.7680881,106.6845432
market,Bách Hoá Xanh,10.597146,107.0582719
market,Korea Mart,10.9083839,106.7419817
market,thu mua kệ siêu thị cũ muskvn,10.8508817,106.7516363
market,,10.8515755,106.7508955
market,thumuagiuonggocumuskvn,10.8509633,106.7515015
market,thumuagiuongtangmuskvn,10.8510494,106.7514141
market,Tee Store,11.0620479,106.7955559
market,USAMua - Mua Hàng Mỹ,10.771174,106.6299894
market,Phụ Kiện Bida Minh Điền,10.7850433,106.6309412
market,Tops,10.8444032,106.7626007
market,Chợ Vạn Kiếp,10.7998008,106.6938742
market,USAMua - Mua Hàng Mỹ,10.7778588,106.634719
market,Cửa hàng Bách hóa Basao Grocery,10.7900679,106.7111094
market,Gạo Hồng Nhung,10.7957801,106.6953508
market,,10.7773144,106.7055429
market,,10.7706211,106.6793367
market,Bách Hóa Xanh grocery store,10.7931686,106.6722756
market,Cửa Hàng Hoa Tươi Vũng Tàu,10.3659664,107.0774467
market,,10.3659836,107.0774467
market,Cổng Nhôm Đúc Hoàng Gia | Lan Can - Cầu Thang - Hàng Rào Nhôm Đúc,10.8329211,106.5636098
market,116 Culture Luxury,10.7684748,106.6986624
market,King Food Mart - S10.02 Vinhomes Grand Park,10.8451011,106.8387009
market,,10.8044555,106.7470369
market,HiepDoanShop,10.8451775,106.8387249
market,FamilyMart,10.8651908,106.6644966
market,WinMart,10.3443302,107.0810682
market,Bách Hóa XANH,10.344475,107.0811931
market,WinMart,10.3472388,107.0848122
market,Family Mart,10.3504985,107.0860327
market,WinMart,10.3512892,107.0864408
market,,10.7656009,106.6947703
market,Cửa Hàng Vinh Phát,10.7532921,106.6747077
market,Lẩu cá kèo,10.8260415,106.689306
market,WinMart,10.7782504,106.7020738
market,Vive Gourmet Food & Wine - The River,10.782216,106.7191754
market,WinMart,10.8654316,106.6644834
market,Phim cách nhiệt nhà kính NanoX,10.8460221,106.7103906
market,Annam Gourmet,10.7769683,106.7551554
market,Nam An Market,10.7804412,106.7350838
market,WinMart,10.7781697,106.7471246
market,Hiệu Vin Store,8.6866429,106.6066413
market,Mini stop,10.7680533,106.6984934
market,Chả cua Huế,10.79726,106.6182984
market,Shop Vinafood,10.7972833,106.6184076
market,Bách Hoá XANH,10.7611331,106.6307838
market,Túi Giấy Giá Rẻ,10.7631261,106.5995005
market,Bach hoa XANX,10.7934,106.7067969
market,AEON Tạ Quang Bửu,10.7403675,106.6782814
market,Điện thoại VT Mobile,10.8053618,106.6977165
market,Bách hóa XANH.COM,10.8591365,106.6179405
market,Kingfoodmart,10.7514142,106.6186198
market,,10.5207125,107.2123876
market,Nam An Market,10.8032814,106.7375898
market,Winmart Nguyễn Thị Định,10.784986692340226,106.75760584656116
market,Co.opmart - Nguyễn Đình Chiểu,10.78146668220108,106.69221981954361
market,CO.OP Mart Nguyễn Kiệm,10.808729050000004,106.67810785000002
market,Mega Market An Phú,10.800181331190675,106.74314524889023
market,COOP Mart Food,10.798875217152052,106.74395516471968
market,CoopMart Ba Ria,10.489384236203888,107.17438786812107
market,Co.op Mart Cống Quỳnh,10.767201884263006,106.68619127870215
market,Siêu thị MM Mega Market Bình Phú,10.742388851822144,106.63125580584762
market,Coopmart Lý Thường Kiệt,10.759811515819322,106.6615012704091
market,Pandora Trường Chinh,10.806548485189806,106.63424388328153
market,Siêu thị Co.opmart Nguyễn Ảnh Thủ,10.85725431646616,106.60905815122744
market,An Phu Supermarket,10.80531137462611,106.7365670371287
market,Chợ Thanh Đa,10.816389583330134,106.72099116210936
market,Big C,10.77852574072905,106.66529598782208
market,Citimart,10.981255574481933,106.65600943656578
market,Co.opmart Bình Dương,10.964615539085576,106.66764175673482
market,Citimart,10.719317930482832,106.70122122268712
market,GO! Dĩ An,10.88943517205414,106.77583340367924
market,Co.op Xtra,10.86810571762659,106.77621395929175
market,Co-op Mart Vĩnh Lộc B,10.77056854003277,106.56629425941428
market,MM Mega Market Hiệp Phú,10.863910827512942,106.64785503273275
market,Siêu thị Sài Gòn (SATRA MART),10.768667635705153,106.66753446171522
market,Co.opFood,10.83894633635424,106.76675175003051
market,Co.opMart Tuy Lý Vương,10.744400296769973,106.65510500133797
market,Siêu Thị Sala,10.822293129496467,106.71426974633559
market,,10.806814387595248,106.74672697636069
market,Siêu thị Co.opmart Bình Tân,10.753546400193168,106.61339232982273
market,Big C,10.98698991879963,106.6643634424298
